"","report_id","AGENT","IS_LOCAL","EDU_LEVEL","MARRY_STATUS","SALARY","HAS_FUND","Y","gender","domicile","debt_amount","loantype1_cnt","loantype2_cnt","loantype3_cnt","guarantee1_cnt","guarantee2_cnt","query1","query2","query3","account1","account2","account3","balance_sum","institutions_cnt","used_amount_sum","ovd_yuqi_n1","ovd_yuqi_n2","ovd_yuqi_n3"
"27646",5298288,"missing","非本地籍","专科及以下","已婚",-1,1,0,"女","210726",57201,0,3,0,0,4,3,0,7,1,0,1,15240,6,8696,0,0,0
"27647",5298332,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","411424",129200,0,7,0,0,14,13,0,10,1,0,1,53231,10,54718,0,0,1
"27648",5298338,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","420624",12249,0,0,0,0,8,3,0,4,0,0,1,0,4,8732,0,0,5
"27649",5298394,"missing","本地籍","本科","已婚",-1,0,0,"男","320682",44400,0,4,0,0,10,9,0,6,1,0,1,10641,11,20029,0,0,2
"27650",5298417,"others","非本地籍","未知","离婚",6,1,0,"女","370629",180500,0,0,0,0,16,13,0,9,0,0,1,0,8,108307,0,0,3
"27651",5298642,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","360313",381500,0,3,1,0,13,17,1,11,1,1,1,251623,12,69652,0,1,2
"27652",5298666,"APP","本地籍","未知","已婚",3,0,0,"男","370922",464480,1,0,0,0,15,6,1,7,1,0,1,4e+05,7,62679,0,0,1
"27653",5298932,"missing","本地籍","硕士及以上","未婚",-1,0,0,"女","110101",40000,0,0,0,0,1,1,0,0,0,0,1,0,1,1446,0,0,0
"27654",5298949,"wechat","本地籍","未知","已婚",4,0,0,"男","140321",122000,0,1,0,0,3,0,0,5,1,0,1,95098,3,8914,0,0,3
"27655",5298989,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","321002",21654,0,1,0,0,3,8,1,1,1,0,1,3110,3,15020,0,0,2
"27656",5299212,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","320322",440000,0,1,2,0,2,2,0,4,1,0,1,256072,4,57860,0,1,3
"27657",5299219,"missing","本地籍","本科","未婚",-1,0,0,"男","320684",24100,0,3,0,0,4,5,1,5,1,0,1,5480,5,14751,0,0,0
"27658",5299232,"missing","非本地籍","专科及以下","其他",-1,1,0,"男","321324",67000,0,2,0,0,5,8,0,9,1,0,1,16400,5,28182,0,0,2
"27659",5299265,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","350122",193799,0,2,0,0,11,2,0,4,1,0,1,9999,10,118412,0,0,2
"27660",5299810,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","430426",26000,0,0,0,0,4,7,0,1,0,0,1,0,3,23856,0,0,2
"27661",5299960,"missing","非本地籍","本科","已婚",-1,1,0,"男","362202",11800,0,1,0,0,11,11,0,3,1,0,1,800,4,9191,0,0,0
"27662",5300113,"rongzhijia","非本地籍","未知","已婚",7,1,0,"男","130628",859493,1,1,1,0,14,5,0,9,1,0,1,454917,11,134980,0,0,1
"27663",5300176,"missing","非本地籍","本科","已婚",-1,0,0,"男","330382",245600,1,0,0,0,10,2,3,7,1,0,1,2e+05,9,42574,0,0,1
"27664",5300381,"APP","本地籍","未知","未婚",4,0,1,"男","142223",77125,0,0,0,0,5,14,0,7,0,0,1,0,4,39590,0,0,0
"27665",5300810,"APP","本地籍","专科及以下","未婚",7,0,0,"男","320122",173500,0,3,0,0,19,24,0,21,1,0,1,69876,12,45723,0,0,0
"27666",5300858,"missing","本地籍","专科及以下","未婚",-1,0,0,"男","330124",938628,0,4,0,0,9,0,0,5,1,0,1,701375,13,31909,0,0,1
"27667",5300866,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","339005",158600,9,0,0,0,10,2,1,6,1,0,1,25901,7,121514,0,0,2
"27668",5300944,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","430281",11201,0,1,0,0,2,4,0,2,1,0,1,3000,4,106,0,0,2
"27669",5301040,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","110111",104000,0,0,0,0,6,11,0,7,0,0,1,0,5,42453,0,0,1
"27670",5301168,"missing","本地籍","本科","已婚",-1,0,0,"女","340203",116371,0,2,0,0,6,1,0,3,1,0,1,52000,5,24264,0,0,5
"27671",5301187,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","360724",21653,0,1,0,0,1,9,3,4,1,0,1,4654,4,11559,0,0,3
"27672",5301359,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","430426",170500,0,0,0,0,8,1,0,3,0,0,1,0,7,70210,0,0,1
"27673",5301897,"APP","本地籍","本科","已婚",7,1,0,"女","330328",127600,3,2,0,0,9,16,0,6,1,0,1,16043,12,77582,0,0,2
"27674",5302154,"APP","本地籍","未知","已婚",3,0,0,"女","412925",66000,0,1,0,0,3,7,0,5,1,0,1,20162,3,25277,0,0,0
"27675",5302276,"APP","本地籍","未知","已婚",6,0,0,"男","420621",21999,0,2,0,0,1,14,0,3,1,0,1,8996,2,4270,0,0,1
"27676",5302317,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","420381",65150,0,5,0,0,7,14,0,5,1,0,1,12332,11,21982,0,0,3
"27677",5302336,"APP","本地籍","未知","已婚",3,0,0,"男","330501",233721,0,7,0,0,16,10,0,6,1,0,1,53983,16,66151,0,0,1
"27678",5302399,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","421182",121736,0,16,0,0,11,22,1,14,1,0,1,14321,11,51449,0,0,0
"27679",5302522,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","320911",119826,0,3,0,0,8,12,0,4,1,0,1,24109,8,21779,0,0,1
"27680",5302639,"APP","本地籍","专科及以下","已婚",3,1,0,"男","310225",523601,0,3,1,0,4,4,0,4,1,0,1,488998,7,11606,0,0,3
"27681",5302680,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","152631",33549,0,7,0,0,3,27,0,15,1,0,1,9986,7,6287,0,0,1
"27682",5302709,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","331082",77986,0,2,0,0,12,18,0,3,1,0,1,6786,11,45433,0,0,0
"27683",5302736,"APP","本地籍","本科","未婚",2,0,0,"女","132627",12800,0,1,0,0,2,10,0,1,1,0,1,7800,2,826,0,0,1
"27684",5302770,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","350722",24120,0,4,0,0,3,0,1,3,1,0,1,7916,5,14121,0,0,2
"27685",5303167,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","370784",75363,1,3,0,0,9,10,0,10,1,0,1,7694,9,49406,0,1,2
"27686",5303764,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","320322",410070,7,9,0,0,44,21,3,20,1,0,1,86616,22,155231,0,0,0
"27687",5303780,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","321088",15500,0,2,0,0,2,11,0,6,1,0,1,3500,3,6074,0,0,1
"27688",5303850,"wechat","本地籍","专科及以下","已婚",4,1,0,"男","350681",73686,0,8,0,0,7,13,0,13,1,0,1,22324,10,30436,0,0,0
"27689",5303859,"APP","本地籍","专科及以下","已婚",6,0,0,"男","352226",335950,0,18,0,0,9,7,0,22,1,0,1,106473,13,184716,0,0,1
"27690",5304215,"missing","本地籍","专科及以下","离异",-1,0,0,"男","120111",502000,0,3,0,0,24,10,3,14,1,0,1,64848,13,290450,0,1,5
"27691",5304322,"missing","非本地籍","专科及以下","已婚",-1,1,0,"女","350525",32899,0,3,0,0,16,13,0,8,1,0,1,3312,9,15579,0,0,0
"27692",5304373,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","412726",66900,0,2,0,0,6,0,0,2,1,0,1,1291,6,66197,0,0,9
"27693",5304558,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","330501",13957,0,3,0,0,11,9,1,7,1,0,1,4744,5,2832,0,1,5
"27694",5304636,"APP","非本地籍","未知","离婚",4,0,0,"女","352229",32000,0,0,0,0,2,1,0,4,0,0,1,0,1,16352,0,0,1
"27695",5304714,"missing","非本地籍","本科","已婚",-1,0,0,"女","130424",149000,0,1,0,0,5,2,0,1,1,0,1,22500,5,45932,0,1,1
"27696",5305060,"missing","本地籍","专科及以下","未婚",-1,0,0,"男","370102",1417863,0,15,1,0,4,2,0,11,1,0,1,1311565,10,45214,0,1,0
"27697",5305513,"missing","本地籍","本科","已婚",-1,1,0,"女","411527",64898,0,6,0,0,3,7,1,7,1,0,1,32974,6,28681,0,0,0
"27698",5305621,"APP","本地籍","专科及以下","已婚",7,0,0,"男","350583",109000,0,1,0,0,5,8,0,0,1,0,1,10000,5,72536,0,0,1
"27699",5305664,"missing","本地籍","专科及以下","其他",-1,1,0,"男","210106",58300,0,2,0,0,2,9,0,4,1,0,1,3819,4,6604,0,0,1
"27700",5305703,"missing","本地籍","本科","已婚",-1,0,0,"女","370181",37787,0,9,0,0,8,8,0,15,1,0,1,17693,10,5479,0,2,7
"27701",5305819,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","421087",16421,0,5,0,0,3,0,0,10,1,0,1,5678,5,5477,0,1,4
"27702",5306077,"APP","本地籍","专科及以下","未婚",3,0,0,"男","410726",132871,0,10,0,0,7,5,0,12,1,0,1,67849,12,31660,0,0,0
"27703",5306139,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","130321",19700,0,3,0,0,3,9,0,5,1,0,1,10455,4,7441,0,0,3
"27704",5306204,"APP","本地籍","本科","已婚",3,0,0,"女","140221",29500,0,0,0,0,5,5,0,5,0,1,1,0,6,17823,1,0,0
"27705",5306262,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","131026",664700,1,2,0,0,4,15,1,10,1,0,1,584297,7,69626,0,0,1
"27706",5306269,"missing","本地籍","本科","已婚",-1,1,0,"男","320922",409300,0,1,1,0,11,2,0,1,1,0,1,299472,6,55920,0,0,2
"27707",5306276,"missing","非本地籍","专科及以下","已婚",-1,1,0,"女","332523",51200,0,4,0,0,6,18,2,11,1,1,1,8322,10,37228,0,0,2
"27708",5306427,"missing","本地籍","专科及以下","未婚",-1,1,0,"女","350582",19100,0,5,0,0,2,3,0,1,1,0,1,7386,3,5747,0,0,0
"27709",5306428,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","350583",45181,0,7,0,0,20,33,1,13,1,0,1,16355,11,25129,0,0,1
"27710",5306439,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","370881",147253,0,10,0,0,10,9,1,11,1,0,1,6239,9,117580,0,0,4
"27711",5306547,"missing","非本地籍","专科及以下","未婚",-1,1,0,"女","430421",157543,0,5,0,0,6,7,0,6,1,0,1,41063,10,46804,0,1,1
"27712",5306806,"others","本地籍","本科","已婚",7,0,0,"女","412327",143280,0,5,0,0,4,20,0,10,1,0,1,84245,8,39990,0,0,0
"27713",5306860,"missing","本地籍","专科及以下","未婚",-1,0,0,"男","320281",12001,0,2,0,0,1,1,0,3,1,0,1,4876,5,94,0,0,1
"27714",5306997,"missing","本地籍","本科","未婚",-1,1,0,"男","350823",17642,0,4,0,0,1,2,1,13,1,0,1,12601,6,4391,0,0,0
"27715",5307076,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","130823",211900,1,3,0,0,4,7,2,8,1,0,1,161430,8,30990,0,0,3
"27716",5307082,"APP","本地籍","未知","已婚",2,0,0,"男","210881",11000,0,0,0,0,2,4,0,3,0,0,1,0,2,2118,0,0,0
"27717",5307087,"missing","非本地籍","本科","未婚",-1,0,0,"男","310113",46000,0,0,0,0,8,11,0,15,0,0,1,0,5,38101,0,0,4
"27718",5307171,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","220281",5000,0,0,0,0,1,3,0,2,0,0,1,0,1,0,0,0,1
"27719",5307262,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","142725",26888,0,4,0,0,4,11,2,5,1,0,1,8588,7,11487,0,0,2
"27720",5307364,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","350181",127400,0,13,0,0,5,8,0,11,1,0,1,78225,9,24927,0,0,0
"27721",5307371,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","362204",895579,14,7,1,0,13,13,1,11,1,0,1,661901,21,128450,0,0,3
"27722",5307426,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","370921",46300,0,2,0,0,3,12,1,7,1,0,1,18899,4,20778,0,0,0
"27723",5307531,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","330327",240600,1,3,0,0,11,17,0,10,1,0,1,135813,13,93788,0,0,0
"27724",5307559,"missing","非本地籍","专科及以下","已婚",-1,0,0,"女","320681",61500,0,5,0,0,3,1,0,6,1,0,1,29613,7,14490,0,0,1
"27725",5307579,"missing","本地籍","本科","已婚",-1,0,0,"男","410402",268800,0,4,0,0,11,3,1,5,1,0,1,40409,8,95877,0,0,3
"27726",5307785,"APP","本地籍","未知","已婚",3,0,0,"女","130502",16000,0,0,0,0,3,4,0,12,0,0,1,0,3,10170,0,0,0
"27727",5307816,"APP","非本地籍","本科","已婚",3,0,0,"女","210381",70513,2,1,0,0,7,10,0,1,1,0,1,9902,8,47609,0,0,0
"27728",5307938,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","131182",29198,0,2,0,0,7,5,0,0,1,0,1,8553,4,8393,0,0,1
"27729",5307973,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","330881",110000,1,1,0,1,0,1,0,3,1,0,1,1e+05,2,0,0,0,1
"27730",5307985,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","330721",10000,0,1,0,0,2,4,0,2,1,0,1,3845,2,2191,0,0,1
"27731",5308089,"APP","非本地籍","本科","已婚",4,0,0,"男","371324",169000,1,2,0,0,11,13,0,11,1,1,1,48557,15,61738,0,0,5
"27732",5308109,"missing","本地籍","专科及以下","已婚",-1,0,1,"女","210221",12001,0,0,0,0,3,4,0,11,0,0,1,0,2,1737,0,0,7
"27733",5308398,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","330722",28299,0,3,0,0,3,3,0,5,1,0,1,13098,5,3389,0,0,1
"27734",5308480,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","350423",280890,0,16,0,0,18,28,1,23,1,1,1,81257,22,135359,0,0,0
"27735",5308524,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","341181",87000,0,2,0,0,8,11,1,16,1,0,1,4564,7,67079,0,0,2
"27736",5308557,"missing","本地籍","专科及以下","未婚",-1,1,1,"男","320323",3200,0,1,0,0,2,8,1,8,1,0,1,1200,2,1909,0,0,1
"27737",5308710,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","130802",117154,0,3,0,0,9,5,0,6,1,0,1,50277,9,43797,0,0,4
"27738",5308730,"missing","本地籍","专科及以下","未婚",-1,1,0,"女","321002",281730,1,14,0,0,17,10,0,12,1,0,1,35525,12,192698,0,0,3
"27739",5309180,"missing","本地籍","专科及以下","未婚",-1,1,0,"女","210181",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"27740",5309203,"missing","非本地籍","本科","未婚",-1,0,0,"男","410221",38600,0,2,0,0,6,12,0,5,1,0,1,9167,7,18023,0,0,2
"27741",5309414,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","372301",123460,0,8,0,0,9,11,3,15,1,0,1,50231,13,54833,0,2,2
"27742",5309472,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","360781",265794,2,0,0,0,12,17,0,17,1,0,1,130000,9,89372,0,3,1
"27743",5309977,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","371421",633501,0,0,1,0,2,11,0,4,1,0,1,618479,5,5492,0,0,2
"27744",5310060,"APP","本地籍","本科","已婚",4,1,0,"女","411282",96451,0,5,0,0,4,1,0,11,1,0,1,54638,7,37619,0,0,3
"27745",5310107,"APP","本地籍","未知","已婚",3,1,0,"男","330722",29000,0,2,0,0,6,28,0,26,1,0,1,4955,6,12204,0,3,5
"27746",5310615,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","410724",3000,0,0,0,0,2,5,0,4,0,0,1,0,1,0,0,0,2
"27747",5310815,"APP","非本地籍","未知","已婚",3,1,0,"男","350825",563000,0,0,1,0,5,5,0,8,1,0,1,446966,6,61224,0,0,2
"27748",5310830,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","350524",101294,1,5,0,0,3,6,0,18,1,0,1,78749,7,18037,0,0,0
"27749",5310893,"APP","本地籍","未知","离婚",7,0,0,"女","422431",24000,0,0,0,0,10,1,0,2,0,0,1,0,2,0,0,0,0
"27750",5310955,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","420116",41041,0,5,0,0,5,8,0,6,1,0,1,11160,7,37011,0,0,2
"27751",5311008,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","130185",341540,0,6,1,0,8,7,0,9,1,0,1,156960,11,54416,0,1,1
"27752",5311160,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","320881",32000,0,1,0,0,1,3,0,5,1,0,1,6000,2,5332,0,0,0
"27753",5311365,"missing","本地籍","硕士及以上","未婚",-1,0,0,"男","110105",385363,0,12,0,0,22,2,0,12,1,0,1,104926,22,256057,0,0,0
"27754",5311393,"missing","非本地籍","专科及以下","已婚",-1,0,0,"女","350182",5201,0,1,0,0,3,0,1,3,1,0,1,1000,3,0,0,0,2
"27755",5311451,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","342423",58422,0,9,0,0,3,11,0,7,1,0,1,26304,8,21230,0,0,0
"27756",5311648,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","210282",225076,0,2,1,0,3,8,0,12,1,0,1,179111,6,22318,0,0,1
"27757",5311668,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","350128",2004156,0,6,1,0,4,9,0,7,1,0,1,1697427,6,164830,0,0,3
"27758",5311675,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","360202",62706,0,1,0,0,4,13,0,8,1,0,1,0,4,37160,0,0,3
"27759",5311680,"missing","非本地籍","专科及以下","已婚",-1,1,0,"女","371324",685000,0,1,1,0,7,9,0,8,1,0,1,572267,8,61430,0,1,2
"27760",5311761,"wechat","本地籍","专科及以下","已婚",5,0,0,"男","320525",712110,4,11,0,0,6,5,1,12,1,0,1,569208,14,57780,0,0,1
"27761",5311817,"missing","非本地籍","本科","已婚",-1,1,0,"女","341225",20000,0,2,0,0,2,3,0,9,1,0,1,987,4,8481,0,0,3
"27762",5311896,"APP","非本地籍","专科及以下","未婚",2,1,0,"男","411324",51500,0,2,0,0,3,4,0,6,1,0,1,19510,4,9152,0,0,0
"27763",5311921,"missing","非本地籍","硕士及以上","未婚",-1,0,0,"女","133024",190000,0,0,0,0,12,6,0,3,0,0,1,0,7,89944,0,0,2
"27764",5311972,"missing","非本地籍","本科","已婚",-1,0,0,"男","430421",98000,0,0,0,0,6,3,0,5,0,0,1,0,4,74497,0,0,0
"27765",5312018,"missing","非本地籍","未知","已婚",-1,1,0,"女","422801",545870,5,4,0,0,12,8,0,3,1,1,1,255163,13,41303,0,1,5
"27766",5312038,"wechat","非本地籍","专科及以下","已婚",4,1,0,"女","230204",279777,0,6,0,0,7,16,0,5,1,0,1,47951,12,124240,0,1,2
"27767",5312093,"missing","非本地籍","专科及以下","未婚",-1,1,0,"女","321283",25000,0,0,0,0,3,3,0,2,0,0,1,0,2,15701,0,0,0
"27768",5312152,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","350322",27400,1,2,0,0,4,15,1,6,1,0,1,11623,4,7353,0,0,0
"27769",5312209,"wechat","本地籍","专科及以下","未婚",4,0,0,"男","320323",63100,0,3,0,0,4,8,0,3,1,0,1,18349,6,21895,0,1,2
"27770",5312273,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","412723",501300,9,4,1,0,5,8,0,6,1,0,1,368594,9,60263,0,1,1
"27771",5312822,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","340824",288800,4,5,0,0,20,16,0,11,1,0,1,68060,13,94884,0,1,6
"27772",5312904,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","370902",667000,0,1,1,0,11,12,0,14,1,0,1,500164,11,110435,0,1,8
"27773",5313202,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","341204",159350,0,1,0,0,11,4,0,0,1,0,1,11976,9,131865,0,0,4
"27774",5313305,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","339005",115760,0,15,0,0,13,30,0,5,1,0,1,36982,17,67214,0,0,2
"27775",5313352,"missing","本地籍","未知","未婚",-1,1,0,"女","210281",81901,0,7,0,0,11,7,0,9,1,0,1,23537,14,52600,0,0,0
"27776",5313658,"APP","本地籍","未知","已婚",3,0,0,"男","320724",144500,0,3,0,0,5,8,0,13,1,0,1,41262,7,23663,0,0,3
"27777",5313832,"rongzhijia","本地籍","未知","已婚",3,0,0,"男","330411",31000,0,2,0,0,3,2,0,8,1,0,1,13000,4,1769,0,0,1
"27778",5313886,"missing","非本地籍","本科","已婚",-1,0,0,"男","130227",56700,0,9,0,0,6,9,1,19,1,0,1,20577,12,23815,0,0,0
"27779",5314049,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","342201",3000,0,0,0,0,3,1,0,4,0,0,1,0,2,2966,0,0,4
"27780",5314254,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","340811",112900,0,2,0,0,6,12,0,15,1,0,1,23557,4,66689,0,0,3
"27781",5314320,"APP","本地籍","专科及以下","已婚",5,0,0,"女","320911",6650,0,1,0,0,1,2,0,7,1,0,1,1650,2,3797,0,0,0
"27782",5314563,"APP","非本地籍","未知","已婚",3,0,0,"男","142303",35800,0,1,0,0,10,14,0,3,1,0,1,0,3,6962,0,0,0
"27783",5314635,"missing","非本地籍","专科及以下","其他",-1,1,0,"男","320830",18600,0,2,0,0,2,9,0,9,1,0,1,6139,4,13774,0,0,2
"27784",5314682,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","330781",2000,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1
"27785",5314703,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","420112",140921,0,9,0,0,7,7,0,10,1,0,1,72199,9,25107,0,0,1
"27786",5314934,"APP","非本地籍","专科及以下","未婚",3,0,0,"男","340826",127132,0,10,0,0,6,10,2,11,1,0,1,53370,10,37250,0,0,0
"27787",5315104,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","410181",40000,0,0,0,0,6,7,0,5,0,0,1,0,5,32623,0,1,7
"27788",5315122,"missing","非本地籍","专科及以下","已婚",-1,0,0,"女","130324",116400,0,6,0,0,18,11,0,14,1,0,1,15400,13,48488,0,1,5
"27789",5315654,"wechat","非本地籍","未知","未婚",3,0,0,"男","350824",23000,0,1,0,0,2,24,0,9,1,0,1,1188,2,9453,0,1,1
"27790",5315787,"APP","非本地籍","未知","未婚",3,0,0,"女","340204",17300,0,2,0,0,4,3,0,5,1,0,1,6945,4,8518,0,0,1
"27791",5315861,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","410521",23400,0,0,0,0,2,1,0,1,0,0,1,0,1,13675,0,0,1
"27792",5315974,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","330324",61480,0,4,0,0,13,28,1,7,1,0,1,16442,8,32518,0,0,2
"27793",5316094,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","411423",217562,0,5,0,0,7,5,0,4,1,0,1,47000,10,48898,0,0,0
"27794",5316152,"APP","非本地籍","本科","已婚",5,0,0,"男","340203",157609,20,10,0,0,7,5,0,5,1,0,1,49917,10,44072,0,0,1
"27795",5316212,"missing","非本地籍","本科","已婚",-1,1,0,"男","130425",29400,0,1,0,0,5,6,0,9,1,0,1,1800,5,25606,0,0,4
"27796",5316679,"APP","本地籍","未知","已婚",4,0,0,"女","120223",291398,1,5,0,0,7,21,2,15,1,0,1,153527,11,64418,0,3,0
"27797",5316701,"APP","本地籍","未知","已婚",5,0,0,"男","320723",574333,0,1,1,0,2,2,0,8,1,0,1,510468,3,37643,0,0,0
"27798",5316782,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","412901",5618,0,1,0,0,1,3,0,2,1,0,1,1579,2,1888,0,0,0
"27799",5317195,"APP","本地籍","本科","已婚",4,1,0,"男","141124",431100,0,5,0,0,4,1,0,5,1,0,1,333702,7,58464,0,0,1
"27800",5317311,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","340203",10001,0,0,0,0,3,5,1,2,0,0,1,0,3,6413,0,0,2
"27801",5317331,"missing","本地籍","本科","未婚",-1,1,0,"男","330124",551400,0,1,1,0,1,1,0,2,1,0,1,520935,3,8138,0,0,0
"27802",5317395,"APP","本地籍","未知","已婚",3,0,0,"男","330724",146800,0,1,0,0,9,7,0,2,1,0,1,80000,7,55521,0,0,6
"27803",5317783,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","362422",27000,0,1,0,0,12,9,0,1,1,0,1,13688,3,2470,0,0,1
"27804",5317805,"APP","本地籍","未知","已婚",3,1,0,"男","350628",104392,0,18,0,0,5,5,0,5,1,0,1,20380,6,51218,0,0,0
"27805",5317854,"APP","本地籍","未知","已婚",4,0,0,"女","130982",35427,0,7,0,0,2,4,0,9,1,0,1,16699,3,15600,0,0,0
"27806",5318019,"wechat","非本地籍","未知","已婚",4,0,0,"女","350823",327000,0,2,0,0,6,8,2,3,1,0,1,228310,7,74985,0,0,0
"27807",5318162,"APP","非本地籍","未知","未婚",2,0,0,"男","421022",14049,0,5,0,0,2,6,1,11,1,0,1,7001,4,4094,0,1,0
"27808",5318184,"missing","非本地籍","本科","未婚",-1,0,0,"男","430181",596909,2,1,0,0,16,18,0,10,1,0,1,199924,13,227458,0,0,1
"27809",5318824,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","220582",64300,0,2,1,0,2,0,0,7,1,0,1,14728,4,9086,0,0,1
"27810",5318845,"wechat","非本地籍","未知","已婚",4,1,0,"男","350121",337000,7,2,0,0,19,3,0,5,1,0,1,94392,16,125314,0,5,4
"27811",5318922,"APP","非本地籍","本科","已婚",6,1,0,"男","370725",220616,0,6,0,0,34,25,1,16,1,1,1,34435,16,98745,0,0,5
"27812",5318987,"wechat","非本地籍","未知","离婚",7,0,0,"男","430419",1183600,0,2,0,0,9,9,0,14,1,0,1,610500,6,101059,0,2,2
"27813",5319073,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","430527",45005,0,3,0,0,5,5,0,5,1,0,1,3577,5,31801,0,0,3
"27814",5319728,"missing","非本地籍","本科","已婚",-1,0,0,"男","220724",54226,0,5,0,0,5,10,0,6,1,0,1,18714,8,20720,0,0,0
"27815",5319830,"APP","本地籍","本科","已婚",6,0,0,"男","342524",139500,0,7,0,0,10,16,0,11,1,0,1,32770,12,34030,0,0,5
"27816",5320283,"missing","本地籍","本科","未婚",-1,1,0,"男","330122",117383,0,3,0,0,10,5,0,5,1,0,1,21005,10,78548,0,0,3
"27817",5320356,"missing","非本地籍","专科及以下","离异",-1,1,0,"女","350725",38822,0,3,0,0,2,5,0,5,1,0,1,17762,5,13678,0,0,0
"27818",5320439,"missing","本地籍","本科","已婚",-1,0,0,"男","421002",185699,0,2,0,0,5,8,0,12,1,0,1,9508,5,94454,0,0,6
"27819",5321209,"APP","本地籍","专科及以下","未婚",1,1,0,"女","142701",56621,0,2,0,0,3,12,0,4,1,0,1,6316,5,26518,0,0,1
"27820",5321222,"wechat","本地籍","专科及以下","已婚",4,0,0,"男","210222",98900,0,3,0,0,8,26,0,9,1,0,1,12155,8,47445,0,0,1
"27821",5321281,"APP","本地籍","专科及以下","离婚",3,0,1,"男","321121",50300,0,4,0,0,4,10,2,5,1,0,1,9333,8,33804,0,0,0
"27822",5321381,"missing","非本地籍","专科及以下","已婚",-1,1,0,"女","362522",59000,0,0,0,0,4,1,0,0,0,0,1,0,3,31421,0,0,0
